,snapped_at,price,market_cap,total_volume,price_pct_change,price_vs_ma7,price_vs_ma14,momentum_7,rsi,macd,signal_line,histogram,signal
66,2015-10-13 00:00:00+00:00,0.6026272723327593,44485499.29942276,297117.07710031554,-0.04160391002776942,-0.023446762064672888,-0.0479620612385645,-0.043030489975910746,42.38317558191984,-0.08459016475494974,-0.09631764697314517,0.011727482218195431,0.0
67,2015-10-14 00:00:00+00:00,0.517689435598842,38272635.02078042,944847.8047126096,-0.14094588916483064,-0.0951955614044927,-0.11739463954402829,-0.09232326175868133,20.69718854194042,-0.08874997645781024,-0.09480411248093319,0.00605413602312295,1.0
68,2015-10-15 00:00:00+00:00,0.5614990042588522,41527413.54435173,376563.0715091993,0.08462519349913555,-0.04253109304496849,-0.0647055576372293,-0.06198429789659843,32.982729993585835,-0.0875180071779369,-0.09334689112060088,0.005828883942663982,0.0
70,2015-10-17 00:00:00+00:00,0.5490283089973744,40632190.61699083,317377.7617794195,0.029785891348917293,-0.026660734390226093,-0.05706759844026943,-0.08076663272945506,32.18834036822808,-0.08576996538301973,-0.09094509237608928,0.005175126993069545,0.0
71,2015-10-18 00:00:00+00:00,0.5184445473595721,38382124.41691709,133661.67045159836,-0.05570525442240637,-0.040301719837695815,-0.07700119503678615,-0.11859943333232781,31.32942633221549,-0.08562705538410531,-0.08988148486568154,0.004254429481576227,0.0
72,2015-10-19 00:00:00+00:00,0.4870672984193326,36070935.31062339,240250.3765680933,-0.06052189978666611,-0.051433256861735166,-0.09829360284676814,-0.14171998341340142,31.96296887992743,-0.08703333798003132,-0.0893118554405603,0.0022785174605289837,0.0
74,2015-10-21 00:00:00+00:00,0.4397689744048958,32590298.008333907,599041.0131522977,0.01568293534331766,-0.06336456166253523,-0.11824029213048715,-0.07792046119394613,28.67765763569861,-0.09331687578129799,-0.09045400818260768,-0.0028628675986903107,1.0
75,2015-10-22 00:00:00+00:00,0.5654615066780281,41918540.78268511,979304.0724230008,0.2858149155320062,0.06176189883642891,0.011596654105318183,0.0039625024191758396,44.327564138573116,-0.08372035228527508,-0.08910727694504868,0.005386924659773598,0.0
76,2015-10-23 00:00:00+00:00,0.540737766800056,40100107.0136459,866798.4888542511,-0.043723117464209094,0.03595390941569776,-0.00526772878088444,0.007589746799314123,39.188790667068794,-0.07721486803026523,-0.0867287950800136,0.009513927049748377,1.0
77,2015-10-24 00:00:00+00:00,0.5685737685118122,42179070.75754259,259157.6624106372,0.05147782052746619,0.06099770262539139,0.02694121387480153,0.019545459514437757,44.064688134066046,-0.06902242880319287,-0.08318752172688558,0.01416509292369271,1.0
